Date,Close
2018-01-02,6324.08740234375
2018-01-03,6402.35595703125
2018-01-04,6574.546875
2018-01-05,6261.47265625
2018-01-08,6261.47265625
2018-01-09,6230.16552734375
2018-01-10,6261.47265625
2018-01-11,6261.47265625
2018-01-12,6261.47265625
2018-01-15,6261.47265625
2018-01-16,6230.16552734375
2018-01-17,6230.16552734375
2018-01-18,6198.8583984375
2018-01-19,6198.8583984375
2018-01-22,5979.70703125
2018-01-25,5885.78466796875
2018-01-26,5838.82373046875
2018-01-29,5635.32568359375
2018-01-30,5525.75
2018-01-31,5619.671875
2018-02-01,5557.05712890625
2018-02-02,5541.4033203125
2018-02-05,5165.71484375
2018-02-06,5118.75390625
2018-02-07,5009.1787109375
2018-02-08,5150.0615234375
2018-02-09,5071.79296875
2018-02-12,5071.79296875
2018-02-13,5197.02294921875
2018-02-21,5322.251953125
2018-02-22,5604.0185546875
2018-02-23,5697.9404296875
2018-02-26,5807.51611328125
2018-02-27,5713.59375
2018-02-28,5588.36474609375
2018-03-01,5635.32568359375
2018-03-02,5541.4033203125
2018-03-05,5541.4033203125
2018-03-06,5510.09619140625
2018-03-07,5619.671875
2018-03-08,5588.36474609375
2018-03-09,5604.0185546875
2018-03-12,5604.0185546875
2018-03-13,5604.0185546875
2018-03-14,5572.7109375
2018-03-15,5510.09619140625
2018-03-16,5572.7109375
2018-03-19,5478.7890625
2018-03-20,5431.828125
2018-03-21,5290.94482421875
2018-03-22,5290.94482421875
2018-03-23,5259.63720703125
2018-03-26,5228.330078125
2018-03-27,5197.02294921875
2018-03-28,5134.40771484375
2018-03-29,5103.1005859375
2018-03-30,5071.79296875
2018-04-02,5134.40771484375
2018-04-03,5103.1005859375
2018-04-04,5071.79296875
2018-04-05,5009.1787109375
2018-04-06,5040.48583984375
2018-04-09,5071.79296875
2018-04-10,5071.79296875
2018-04-11,5071.79296875
2018-04-12,5009.1787109375
2018-04-13,5009.1787109375
2018-04-16,4962.21728515625
2018-04-17,4946.5634765625
2018-04-18,4946.5634765625
2018-04-19,4977.87060546875
2018-04-20,4962.21728515625
2018-04-23,4946.5634765625
2018-04-24,4821.33447265625
2018-04-26,4930.90966796875
2018-04-27,4915.25634765625
2018-05-02,4383.03076171875
2018-05-03,4383.03076171875
2018-05-04,4398.6845703125
2018-05-07,4320.41650390625
2018-05-08,4320.41650390625
2018-05-09,4383.03076171875
2018-05-10,4320.41650390625
2018-05-11,4367.37744140625
2018-05-14,4367.37744140625
2018-05-15,4429.99169921875
2018-05-16,4429.99169921875
2018-05-17,4429.99169921875
2018-05-18,4445.64599609375
2018-05-21,4445.64599609375
2018-05-22,4351.7236328125
2018-05-23,4367.37744140625
2018-05-24,4383.03076171875
2018-05-25,4336.06982421875
2018-05-28,4336.06982421875
2018-05-29,4383.03076171875
2018-05-30,4414.33837890625
2018-05-31,4445.64599609375
2018-06-01,4445.64599609375
2018-06-04,4445.64599609375
2018-06-05,4476.953125
2018-06-06,4429.99169921875
2018-06-07,4414.33837890625
2018-06-08,4383.03076171875
2018-06-11,4383.03076171875
2018-06-12,4602.1826171875
2018-06-13,4445.64599609375
2018-06-14,4492.60693359375
2018-06-15,4790.02685546875
2018-06-18,4727.412109375
2018-06-19,4523.9140625
2018-06-20,4445.64599609375
2018-06-21,4383.03076171875
2018-06-22,4429.99169921875
2018-06-25,4336.06982421875
2018-06-26,4320.41650390625
2018-06-27,4320.41650390625
2018-06-28,4289.10888671875
2018-06-29,4226.494140625
2018-07-02,4007.342529296875
2018-07-03,3913.42041015625
2018-07-04,4007.342529296875
2018-07-05,3913.42041015625
2018-07-06,3929.074462890625
2018-07-09,3929.074462890625
2018-07-10,4022.99658203125
2018-07-11,3960.381591796875
2018-07-12,3976.035400390625
2018-07-13,4101.26513671875
2018-07-16,4101.26513671875
2018-07-17,4038.650146484375
2018-07-18,4101.26513671875
2018-07-19,4054.303955078125
2018-07-20,4273.45556640625
2018-07-23,4320.41650390625
2018-07-24,4257.8017578125
2018-07-25,4242.14794921875
2018-07-26,4226.494140625
2018-07-27,4195.18701171875
2018-07-30,4242.14794921875
2018-07-31,4195.18701171875
2018-08-01,4226.494140625
2018-08-02,4195.18701171875
2018-08-03,4210.84033203125
2018-08-06,4195.18701171875
2018-08-07,4163.87939453125
2018-08-08,4101.26513671875
2018-08-09,4116.91845703125
2018-08-10,4007.342529296875
2018-08-13,4085.611083984375
2018-08-14,4085.611083984375
2018-08-15,4038.650146484375
2018-08-16,4022.99658203125
2018-08-17,4101.26513671875
2018-08-20,3991.68896484375
2018-08-21,4054.303955078125
2018-08-22,4054.303955078125
2018-08-23,4069.957275390625
2018-08-24,4069.957275390625
2018-08-27,4054.303955078125
2018-08-28,4054.303955078125
2018-08-29,4069.957275390625
2018-08-30,4069.957275390625
2018-08-31,4054.303955078125
2018-09-04,4054.303955078125
2018-09-05,4022.99658203125
2018-09-06,4007.342529296875
2018-09-07,4038.650146484375
2018-09-10,4022.99658203125
2018-09-11,4022.99658203125
2018-09-12,4085.611083984375
2018-09-13,4069.957275390625
2018-09-14,4069.957275390625
2018-09-17,4038.650146484375
2018-09-18,4210.84033203125
2018-09-19,4257.8017578125
2018-09-20,4242.14794921875
2018-09-21,4242.14794921875
2018-09-24,4273.45556640625
2018-09-25,4257.8017578125
2018-09-26,4351.7236328125
2018-09-27,4320.41650390625
2018-09-28,4336.06982421875
2018-10-01,4257.8017578125
2018-10-02,4163.87939453125
2018-10-03,4195.18701171875
2018-10-04,4163.87939453125
2018-10-05,4445.64599609375
2018-10-08,4649.14404296875
2018-10-09,4570.875
2018-10-10,4570.875
2018-10-11,4257.8017578125
2018-10-12,4351.7236328125
2018-10-15,4242.14794921875
2018-10-16,4242.14794921875
2018-10-17,4257.8017578125
2018-10-18,4273.45556640625
2018-10-19,4273.45556640625
2018-10-22,4210.84033203125
2018-10-23,4116.91845703125
2018-10-24,4101.26513671875
2018-10-25,4054.303955078125
2018-10-26,4054.303955078125
2018-10-29,4038.650146484375
2018-10-30,4069.957275390625
2018-10-31,4226.494140625
2018-11-01,4132.572265625
2018-11-02,4148.22607421875
2018-11-05,4132.572265625
2018-11-06,4132.572265625
2018-11-07,4132.572265625
2018-11-08,4132.572265625
2018-11-09,4132.572265625
2018-11-12,4132.572265625
2018-11-13,4304.7626953125
2018-11-14,4226.494140625
2018-11-15,4242.14794921875
2018-11-16,4210.84033203125
2018-11-19,4257.8017578125
2018-11-20,4226.494140625
2018-11-21,4257.8017578125
2018-11-22,4226.494140625
2018-11-23,4210.84033203125
2018-11-26,4226.494140625
2018-11-27,4210.84033203125
2018-11-28,4195.18701171875
2018-11-29,4195.18701171875
2018-11-30,4195.18701171875
2018-12-03,4257.8017578125
2018-12-04,4242.14794921875
2018-12-05,4226.494140625
2018-12-06,4226.494140625
2018-12-07,4210.84033203125
2018-12-10,4210.84033203125
2018-12-11,4195.18701171875
2018-12-12,4257.8017578125
2018-12-13,4445.64599609375
2018-12-14,4429.99169921875
2018-12-17,4320.41650390625
2018-12-18,4273.45556640625
2018-12-19,4273.45556640625
2018-12-20,4273.45556640625
2018-12-21,4257.8017578125
2018-12-24,4226.494140625
2018-12-25,4195.18701171875
2018-12-26,4226.494140625
2018-12-27,4226.494140625
2018-12-28,4226.494140625
2019-01-02,4195.18701171875
2019-01-03,4132.572265625
2019-01-04,4069.957275390625
2019-01-07,4069.957275390625
2019-01-08,4148.22607421875
2019-01-09,4085.611083984375
2019-01-10,4085.611083984375
2019-01-11,4054.303955078125
2019-01-14,4007.342529296875
2019-01-15,4069.957275390625
2019-01-16,4069.957275390625
2019-01-17,4038.650146484375
2019-01-18,4054.303955078125
2019-01-21,3991.68896484375
2019-01-22,4007.342529296875
2019-01-23,4038.650146484375
2019-01-24,4007.342529296875
2019-01-25,3976.035400390625
2019-01-28,3991.68896484375
2019-01-29,3991.68896484375
2019-01-30,4163.87939453125
2019-01-31,4054.303955078125
2019-02-01,4038.650146484375
2019-02-11,4069.957275390625
2019-02-12,4132.572265625
2019-02-13,4210.84033203125
2019-02-14,4367.37744140625
2019-02-15,4289.10888671875
2019-02-18,4226.494140625
2019-02-19,4163.87939453125
2019-02-20,4195.18701171875
2019-02-21,4242.14794921875
2019-02-22,4195.18701171875
2019-02-25,4163.87939453125
2019-02-26,4116.91845703125
2019-02-27,4116.91845703125
2019-02-28,4038.650146484375
2019-03-01,4069.957275390625
2019-03-04,4132.572265625
2019-03-05,4148.22607421875
2019-03-06,4210.84033203125
2019-03-07,4116.91845703125
2019-03-08,4226.494140625
2019-03-11,4367.37744140625
2019-03-12,4383.03076171875
2019-03-13,4476.953125
2019-03-14,4429.99169921875
2019-03-15,4383.03076171875
2019-03-18,4429.99169921875
2019-03-19,4476.953125
2019-03-20,4445.64599609375
2019-03-21,4383.03076171875
2019-03-22,4304.7626953125
2019-03-25,4273.45556640625
