Date,Close
2018-01-02,11000.869140625
2018-01-03,10826.7138671875
2018-01-04,10971.84375
2018-01-05,10797.6875
2018-01-08,10594.5048828125
2018-01-09,11000.869140625
2018-01-10,11436.2607421875
2018-01-11,11436.2607421875
2018-01-12,11087.9482421875
2018-01-15,10855.740234375
2018-01-16,10855.740234375
2018-01-17,10391.3232421875
2018-01-18,10565.4794921875
2018-01-19,10507.4267578125
2018-01-22,10536.453125
2018-01-25,10739.634765625
2018-01-26,10826.7138671875
2018-01-29,11320.15625
2018-01-30,11145.9990234375
2018-01-31,11291.1298828125
2018-02-01,11436.2607421875
2018-02-02,11320.15625
2018-02-05,11029.8955078125
2018-02-06,10681.583984375
2018-02-07,10565.4794921875
2018-02-08,10449.375
2018-02-09,10159.1142578125
2018-02-12,10507.4267578125
2018-02-13,10594.5048828125
2018-02-21,10739.634765625
2018-02-22,10391.3232421875
2018-02-23,10246.1923828125
2018-02-26,9868.85546875
2018-02-27,10507.4267578125
2018-02-28,10797.6875
2018-03-01,10565.4794921875
2018-03-02,10507.4267578125
2018-03-05,10652.5576171875
2018-03-06,10797.6875
2018-03-07,11000.869140625
2018-03-08,10913.791015625
2018-03-09,10913.791015625
2018-03-12,10826.7138671875
2018-03-13,10971.84375
2018-03-14,10971.84375
2018-03-15,11697.494140625
2018-03-16,11465.2861328125
2018-03-19,11610.4169921875
2018-03-20,11610.4169921875
2018-03-21,11842.625
2018-03-22,11900.6767578125
2018-03-23,11900.6767578125
2018-03-26,11784.5732421875
2018-03-27,11610.4169921875
2018-03-28,11610.4169921875
2018-03-29,11900.6767578125
2018-03-30,11958.7294921875
2018-04-02,12074.833984375
2018-04-03,12423.1455078125
2018-04-04,12423.1455078125
2018-04-05,12539.2490234375
2018-04-06,12248.990234375
2018-04-09,12132.884765625
2018-04-10,11610.4169921875
2018-04-11,11668.4697265625
2018-04-12,11900.6767578125
2018-04-13,11726.5205078125
2018-04-16,11610.4169921875
2018-04-17,11668.4697265625
2018-04-18,11581.390625
2018-04-19,11755.546875
2018-04-20,11842.625
2018-04-23,11494.3125
2018-04-24,11668.4697265625
2018-04-26,11465.2861328125
2018-04-27,11610.4169921875
2018-05-02,11204.0517578125
2018-05-03,10971.84375
2018-05-04,10449.375
2018-05-07,10507.4267578125
2018-05-08,10507.4267578125
2018-05-09,10623.53125
2018-05-10,10478.400390625
2018-05-11,10333.2705078125
2018-05-14,10217.1669921875
2018-05-15,10449.375
2018-05-16,10710.6103515625
2018-05-17,10681.583984375
2018-05-18,10623.53125
2018-05-21,10449.375
2018-05-22,10333.2705078125
2018-05-23,10739.634765625
2018-05-24,10536.453125
2018-05-25,10420.3486328125
2018-05-28,9926.90625
2018-05-29,9868.85546875
